2015-07-03 01:05:43 67.213.118.194  browse   danmaku.us . "" "=Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
2015-07-03 21:33:40 46.229.164.101  diff     danmaku.us Twodland1.1004 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:34:33 180.76.15.138   browse   www.danmaku.us Category.黑屏 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-03 21:37:49 46.229.164.101  edit     danmaku.us Acfun2.1042 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:41:58 46.229.164.98   browse   danmaku.us Acfun2.1190 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:46:31 46.229.164.102  login    danmaku.us Bilibili2.1040 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:51:06 61.64.181.206   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; BTRS124759; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
2015-07-03 21:51:07 61.64.181.206   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; BTRS124759; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)"
2015-07-03 21:52:54 46.229.164.101  print    danmaku.us Acfun2.1199 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:54:13 46.229.164.99   browse   danmaku.us Acfun2.1099 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 21:59:17 46.229.164.101  print    danmaku.us Acfun2.1146 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:05:03 46.229.164.101  edit     danmaku.us Bilibili2.1002 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:07:35 42.120.161.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 22:07:35 42.156.136.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 22:07:38 42.156.138.12   edit     direct.danmaku.us PmWikiEs.PmWikiEs "" "YisouSpider"
2015-07-03 22:07:39 42.156.139.12   edit     direct.danmaku.us PmWikiTa.PmWikiTa "" "YisouSpider"
2015-07-03 22:07:39 42.156.136.12   edit     direct.danmaku.us PmWikiFr.PmWikiFr "" "YisouSpider"
2015-07-03 22:07:39 42.120.161.12   edit     direct.danmaku.us PmWikiNl.PmWikiNl "" "YisouSpider"
2015-07-03 22:07:40 42.120.160.12   edit     direct.danmaku.us PmWikiPl.PmWikiPl "" "YisouSpider"
2015-07-03 22:07:43 42.120.160.12   print    direct.danmaku.us PmWikiZhCn.Site "" "YisouSpider"
2015-07-03 22:07:44 42.156.138.12   print    direct.danmaku.us PmWiki.Download "" "YisouSpider"
2015-07-03 22:07:45 42.156.136.12   edit     direct.danmaku.us PmWikiZhCn.Site "" "YisouSpider"
2015-07-03 22:07:47 42.120.161.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:07:48 42.156.139.12   edit     direct.danmaku.us PmWikiDe.PmWikiDe "" "YisouSpider"
2015-07-03 22:07:49 42.156.139.12   browse   direct.danmaku.us PmWikiIt.RecentChanges "" "YisouSpider"
2015-07-03 22:08:35 42.156.137.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:08:36 42.156.139.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:08:36 42.156.138.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:08:38 42.156.136.12   browse   direct.danmaku.us PmWikiSl.RecentChanges "" "YisouSpider"
2015-07-03 22:08:40 42.156.136.12   diff     direct.danmaku.us Main.FNQ "" "YisouSpider"
2015-07-03 22:08:40 42.120.161.12   browse   direct.danmaku.us Bilibili2.HomePage "" "YisouSpider"
2015-07-03 22:08:41 42.120.160.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:08:58 42.156.137.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 22:09:00 42.120.161.12   edit     direct.danmaku.us PmWikiSv.PmWikiSv "" "YisouSpider"
2015-07-03 22:09:12 42.156.139.12   browse   direct.danmaku.us Category.娱乐 "" "YisouSpider"
2015-07-03 22:09:16 42.156.136.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-03 22:09:20 42.156.136.12   diff     direct.danmaku.us PmWikiJa.PmWikiJa "" "YisouSpider"
2015-07-03 22:10:24 46.229.164.101  browse   danmaku.us Acfun2.1075 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:12:41 113.9.220.240   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0;  Embedded Web Browser from: http://bsalsa.com/; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-07-03 22:12:41 113.9.220.240   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0;  Embedded Web Browser from: http://bsalsa.com/; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-07-03 22:12:47 42.120.160.41   edit     danmaku.us LocalVideo.LocalVideo "" "YisouSpider"
2015-07-03 22:12:47 42.156.137.41   edit     danmaku.us Category.GroupFooter "" "YisouSpider"
2015-07-03 22:12:50 42.156.137.41   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:12:52 42.156.136.41   diff     danmaku.us DMR.B49293204 "" "YisouSpider"
2015-07-03 22:12:52 42.120.160.41   diff     danmaku.us DMR.BDMFWhite "" "YisouSpider"
2015-07-03 22:12:53 42.156.139.41   diff     danmaku.us DMR.B45211582 "" "YisouSpider"
2015-07-03 22:12:53 42.156.138.41   diff     danmaku.us DMR.B16048437 "" "YisouSpider"
2015-07-03 22:12:56 42.120.160.41   edit     danmaku.us Site.AllGroupHeader "" "YisouSpider"
2015-07-03 22:12:58 42.120.161.41   edit     danmaku.us Profiles.Author "" "YisouSpider"
2015-07-03 22:12:59 42.156.137.41   diff     danmaku.us Queue.1302701558 "" "YisouSpider"
2015-07-03 22:12:59 42.120.160.41   diff     danmaku.us DMR.B47514032 "" "YisouSpider"
2015-07-03 22:13:00 42.156.136.41   diff     danmaku.us Profiles.Wikiadministration "" "YisouSpider"
2015-07-03 22:13:01 42.156.138.41   print    danmaku.us Profiles.面瘫半宅 "" "YisouSpider"
2015-07-03 22:13:05 42.156.139.41   print    danmaku.us Acfun2.1150 "" "YisouSpider"
2015-07-03 22:13:05 42.156.138.41   print    danmaku.us Category.黑屏 "" "YisouSpider"
2015-07-03 22:13:06 42.156.137.41   diff     danmaku.us Main.BPError "" "YisouSpider"
2015-07-03 22:13:06 42.120.161.41   edit     danmaku.us Main.FNQ "" "YisouSpider"
2015-07-03 22:13:08 42.156.139.41   edit     danmaku.us DMR.B47717346 "" "YisouSpider"
2015-07-03 22:13:09 42.156.137.41   edit     danmaku.us Main.Talk "" "YisouSpider"
2015-07-03 22:13:11 42.156.137.41   diff     danmaku.us PmWiki.InitialSetupTasks "" "YisouSpider"
2015-07-03 22:13:11 42.120.160.41   edit     danmaku.us DMR.PageActions "" "YisouSpider"
2015-07-03 22:13:11 42.156.136.41   edit     danmaku.us PmWiki.SuccessStories "" "YisouSpider"
2015-07-03 22:13:12 42.156.139.41   edit     danmaku.us Main.WikiSandbox "" "YisouSpider"
2015-07-03 22:13:14 42.120.161.41   edit     danmaku.us PmWiki.InterMap "" "YisouSpider"
2015-07-03 22:13:16 42.156.138.41   browse   danmaku.us Acfun2.1195 "" "YisouSpider"
2015-07-03 22:13:17 42.120.161.41   browse   danmaku.us Acfun2.1189 "" "YisouSpider"
2015-07-03 22:13:17 42.156.137.41   diff     danmaku.us Bilibili2.1007 "" "YisouSpider"
2015-07-03 22:13:18 42.156.139.41   diff     danmaku.us Bilibili2.1056 "" "YisouSpider"
2015-07-03 22:13:19 42.156.136.41   browse   danmaku.us Acfun2.1032 "" "YisouSpider"
2015-07-03 22:13:22 42.120.160.41   browse   danmaku.us Acfun2.1073 "" "YisouSpider"
2015-07-03 22:13:22 42.156.136.41   diff     danmaku.us Bilibili2.1037 "" "YisouSpider"
2015-07-03 22:13:23 42.156.139.41   diff     danmaku.us Bilibili2.1092 "" "YisouSpider"
2015-07-03 22:13:23 42.156.138.41   diff     danmaku.us Bilibili2.1024 "" "YisouSpider"
2015-07-03 22:13:24 42.120.161.41   diff     danmaku.us Site.LocalTemplates "" "YisouSpider"
2015-07-03 22:13:27 42.156.138.41   diff     danmaku.us Bilibili2.1000 "" "YisouSpider"
2015-07-03 22:13:27 42.120.161.41   diff     danmaku.us Acfun2.1056 "" "YisouSpider"
2015-07-03 22:13:28 42.156.137.41   diff     danmaku.us Bilibili2.1072 "" "YisouSpider"
2015-07-03 22:13:29 42.120.160.41   diff     danmaku.us Bilibili2.1074 "" "YisouSpider"
2015-07-03 22:13:30 42.156.136.41   diff     danmaku.us Bilibili2.1109 "" "YisouSpider"
2015-07-03 22:13:33 42.156.137.41   diff     danmaku.us Bilibili2.1003 "" "YisouSpider"
2015-07-03 22:13:33 42.120.160.41   diff     danmaku.us Bilibili2.1100 "" "YisouSpider"
2015-07-03 22:13:34 42.156.136.41   diff     danmaku.us Bilibili2.1112 "" "YisouSpider"
2015-07-03 22:13:34 42.156.139.41   browse   danmaku.us Bilibili2.1107 "" "YisouSpider"
2015-07-03 22:13:38 42.120.160.41   browse   danmaku.us Bilibili2.1075 "" "YisouSpider"
2015-07-03 22:13:39 42.156.138.41   diff     danmaku.us Bilibili2.1016 "" "YisouSpider"
2015-07-03 22:13:39 42.156.138.41   diff     danmaku.us Bilibili2.1072 "" "YisouSpider"
2015-07-03 22:13:40 42.120.161.41   diff     danmaku.us Bilibili2.1015 "" "YisouSpider"
2015-07-03 22:13:41 42.156.137.41   diff     danmaku.us Queue.1302278990 "" "YisouSpider"
2015-07-03 22:15:16 46.229.164.101  edit     danmaku.us Acfun2.1123 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:15:50 42.156.138.41   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:15:51 42.120.161.41   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:15:51 42.156.137.41   diff     danmaku.us DMR.B87654 "" "YisouSpider"
2015-07-03 22:15:52 42.156.136.41   diff     danmaku.us Site.RecentChanges "" "YisouSpider"
2015-07-03 22:15:54 42.156.137.41   print    danmaku.us Bilibili2.1002 "" "YisouSpider"
2015-07-03 22:15:55 42.156.136.41   print    danmaku.us Bilibili2.1013 "" "YisouSpider"
2015-07-03 22:15:56 42.156.139.41   print    danmaku.us Bilibili2.1110 "" "YisouSpider"
2015-07-03 22:15:56 42.156.138.41   edit     danmaku.us DMR.B10000 "" "YisouSpider"
2015-07-03 22:15:58 42.156.137.41   edit     danmaku.us DMR.B7RRtr1ffNRn "" "YisouSpider"
2015-07-03 22:15:58 42.156.139.41   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:16:01 42.120.161.41   diff     danmaku.us Bilibili2.1008 "" "YisouSpider"
2015-07-03 22:16:01 42.156.139.41   browse   danmaku.us Bilibili2.1068 "" "YisouSpider"
2015-07-03 22:16:02 42.156.137.41   browse   danmaku.us Acfun2.1191 "" "YisouSpider"
2015-07-03 22:16:02 42.120.160.41   browse   danmaku.us Acfun2.1194 "" "YisouSpider"
2015-07-03 22:16:03 42.156.139.41   diff     danmaku.us Bilibili2.1050 "" "YisouSpider"
2015-07-03 22:16:05 42.156.137.41   diff     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:16:06 42.156.136.41   diff     danmaku.us Profiles.Dmmikufansgmailcom "" "YisouSpider"
2015-07-03 22:16:07 42.156.138.41   diff     danmaku.us Acfun2.1053 "" "YisouSpider"
2015-07-03 22:16:08 42.156.137.41   diff     danmaku.us Bilibili2.1002 "" "YisouSpider"
2015-07-03 22:16:09 42.156.139.41   diff     danmaku.us Acfun2.1174 "" "YisouSpider"
2015-07-03 22:16:11 42.156.139.41   diff     danmaku.us Bilibili2.1056 "" "YisouSpider"
2015-07-03 22:16:12 42.156.138.41   browse   danmaku.us AcfunN1.1001 "" "YisouSpider"
2015-07-03 22:16:47 119.147.146.189 browse   direct.danmaku.us . "" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95  Safari/537.36"
2015-07-03 22:17:19 66.249.65.186   browse   danmaku.us Acfun2.1165 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-07-03 22:17:48 42.156.138.41   edit     danmaku.us System.测试 "" "YisouSpider"
2015-07-03 22:17:49 42.120.161.41   edit     danmaku.us Bilibili2.1037 "" "YisouSpider"
2015-07-03 22:17:53 42.120.160.41   print    danmaku.us System.BiliFastPostNew "" "YisouSpider"
2015-07-03 22:17:54 42.156.139.41   browse   danmaku.us Bilibili2.GroupFooter "" "YisouSpider"
2015-07-03 22:17:59 42.156.137.41   diff     danmaku.us Bilibili2.1089 "" "YisouSpider"
2015-07-03 22:18:01 42.120.160.41   diff     danmaku.us Bilibili2.1047 "" "YisouSpider"
2015-07-03 22:18:05 42.156.138.41   browse   danmaku.us Category.静图 "" "YisouSpider"
2015-07-03 22:18:07 42.120.161.41   diff     danmaku.us Bilibili2.1104 "" "YisouSpider"
2015-07-03 22:18:08 42.156.137.41   browse   danmaku.us Bilibili2.1108 "" "YisouSpider"
2015-07-03 22:18:11 117.169.253.109 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:12 117.169.253.109 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:13 117.169.253.109 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:14 117.169.253.109 browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:15 117.169.253.109 browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:15 117.169.253.109 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:16 117.169.253.109 browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:44 211.138.223.181 browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E)"
2015-07-03 22:18:46 42.120.160.41   edit     danmaku.us Bilibili2.1056 "" "YisouSpider"
2015-07-03 22:18:47 42.156.139.41   edit     danmaku.us DMR.B50087833 "" "YisouSpider"
2015-07-03 22:18:48 42.120.161.41   diff     danmaku.us Bilibili2.1097 "" "YisouSpider"
2015-07-03 22:19:02 42.120.161.41   edit     danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 22:19:03 42.156.136.41   diff     danmaku.us Acfun2.1150 "" "YisouSpider"
2015-07-03 22:19:04 42.156.139.41   diff     danmaku.us Bilibili2.1110 "" "YisouSpider"
2015-07-03 22:19:11 42.156.139.41   print    danmaku.us Bilibili2.1030 "" "YisouSpider"
2015-07-03 22:19:12 42.156.138.41   edit     danmaku.us PmWiki.WikiSandbox "" "YisouSpider"
2015-07-03 22:20:20 46.229.164.99   browse   danmaku.us Acfun2.1165 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:26:25 46.229.164.99   browse   danmaku.us Acfun2.1184 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:34:27 46.229.164.99   edit     danmaku.us Acfun2.1099 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:35:10 114.216.44.250  browse   danmaku.us Bilibili2.1022 "http://tieba.baidu.com/p/1504438169" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36"
2015-07-03 22:45:37 183.62.57.169   browse   danmaku.us Bilibili2.HomePage "http://tieba.baidu.com/p/2150472893" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-03 22:46:41 46.229.164.100  browse   danmaku.us Acfun2.1010 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:51:48 46.229.164.100  browse   danmaku.us Acfun2.1067 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:56:26 203.128.245.115 browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36"
2015-07-03 22:56:52 46.229.164.98   browse   danmaku.us Acfun2.1083 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 22:58:06 183.62.57.169   browse   danmaku.us Bilibili2.HomePage "http://tieba.baidu.com/p/2150472893" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-03 22:59:07 180.153.214.176 browse   danmaku.us Bilibili2.HomePage "" "Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; GT-I9500 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko)Version/4.0 MQQBrowser/5.0 QQ-Manager Mobile Safari/537.36"
2015-07-03 23:02:29 46.229.164.100  diff     danmaku.us Acfun2.1113 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:08:13 123.125.71.38   browse   danmaku.us Acfun2.1131 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-03 23:08:21 46.229.164.100  print    danmaku.us Twodland1.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:13:28 46.229.164.99   browse   danmaku.us Acfun2.1089 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:20:14 46.229.164.100  browse   danmaku.us Acfun2.1001 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:23:09 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:23:09 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:23:10 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:23:11 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:23:13 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:23:13 222.141.72.106  browse   danmaku.us Main.HomePage "" "Mozilla/5.0 (Linux; Android)            AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
2015-07-03 23:25:06 46.229.164.100  browse   danmaku.us Acfun2.1060 "" "Mozilla/5.0 (compatible; SemrushBot/0.98~bl; +http://www.semrush.com/bot.html)"
2015-07-03 23:26:23 113.110.156.230 browse   danmaku.us . "http://www.baidu.com/link?url=oSKjD3PAEKenAJQY-tRqcQUqU2pmrpWQrs5KwyqDPgW&wd=&eqid=f0b9ce530000a24d000000055596a98a" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0"
2015-07-03 23:26:57 113.110.156.230 browse   danmaku.us Twodland1.HomePage "http://danmaku.us/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0"
2015-07-03 23:26:59 42.120.160.28   diff     danmaku.us Bilibili2.1040 "" "YisouSpider"
2015-07-03 23:26:59 42.156.137.28   diff     danmaku.us Bilibili2.1020 "" "YisouSpider"
2015-07-03 23:27:00 42.156.139.28   diff     danmaku.us Bilibili2.1030 "" "YisouSpider"
2015-07-03 23:27:02 113.110.156.230 browse   danmaku.us . "http://danmaku.us/Twodland1/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0"
2015-07-03 23:27:03 42.120.160.28   diff     danmaku.us Bilibili2.1038 "" "YisouSpider"
2015-07-03 23:27:03 42.156.138.28   diff     danmaku.us Bilibili2.1046 "" "YisouSpider"
2015-07-03 23:27:03 42.156.136.28   diff     danmaku.us DMR.B45631508TEST2015年01月06日1314 "" "YisouSpider"
2015-07-03 23:27:04 42.156.139.28   diff     danmaku.us DMR.B45631508TEST2015年06月03日1950 "" "YisouSpider"
2015-07-03 23:27:07 42.156.139.28   diff     danmaku.us Bilibili2.1110 "" "YisouSpider"
2015-07-03 23:27:07 42.156.138.28   diff     danmaku.us Bilibili2.1031 "" "YisouSpider"
2015-07-03 23:27:08 42.120.160.28   diff     danmaku.us Bilibili2.1061 "" "YisouSpider"
2015-07-03 23:27:09 42.120.161.28   edit     danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 23:27:10 42.156.138.28   browse   danmaku.us Site.SideBar "" "YisouSpider"
2015-07-03 23:27:11 42.156.137.28   browse   danmaku.us Acfun2.1150 "" "YisouSpider"
2015-07-03 23:27:13 42.120.161.28   browse   danmaku.us Acfun2.1005 "" "YisouSpider"
2015-07-03 23:27:14 42.156.136.28   browse   danmaku.us Acfun2.1005 "" "YisouSpider"
2015-07-03 23:27:14 42.156.139.28   browse   danmaku.us Acfun2.1192 "" "YisouSpider"
2015-07-03 23:27:17 42.156.138.28   browse   danmaku.us Acfun2.1194 "" "YisouSpider"
2015-07-03 23:27:20 42.156.136.28   browse   danmaku.us Acfun2.1056 "" "YisouSpider"
2015-07-03 23:27:20 42.120.160.28   diff     danmaku.us Bilibili2.1025 "" "YisouSpider"
2015-07-03 23:27:20 42.120.161.28   browse   danmaku.us Bilibili2.1059 "" "YisouSpider"
2015-07-03 23:27:20 42.156.139.28   browse   danmaku.us Acfun2.1186 "" "YisouSpider"
2015-07-03 23:27:22 42.156.139.28   diff     danmaku.us Bilibili2.1112 "" "YisouSpider"
2015-07-03 23:27:23 42.120.160.28   diff     danmaku.us Bilibili2.1066 "" "YisouSpider"
2015-07-03 23:27:24 42.120.161.28   edit     danmaku.us PmWiki.PmWikiFeatures "" "YisouSpider"
2015-07-03 23:27:24 42.156.137.28   browse   danmaku.us Acfun2.1190 "" "YisouSpider"
2015-07-03 23:27:26 42.156.136.28   edit     danmaku.us DMR.GroupHeader "" "YisouSpider"
2015-07-03 23:27:27 42.156.139.28   diff     danmaku.us Bilibili2.1019 "" "YisouSpider"
2015-07-03 23:27:28 42.156.137.28   browse   danmaku.us Acfun2.GroupFooter "" "YisouSpider"
2015-07-03 23:27:29 42.120.160.28   browse   danmaku.us API.XMLTool "" "YisouSpider"
2015-07-03 23:27:29 42.120.161.28   edit     danmaku.us Bilibili2.Login "" "YisouSpider"
2015-07-03 23:27:31 42.156.139.28   edit     danmaku.us DMR.BDMFWhite "" "YisouSpider"
2015-07-03 23:27:32 42.120.160.28   diff     danmaku.us Bilibili2.1086 "" "YisouSpider"
2015-07-03 23:27:33 42.120.161.28   diff     danmaku.us Acfun2.1189 "" "YisouSpider"
2015-07-03 23:27:35 42.156.138.28   print    danmaku.us DMR.B50249786 "" "YisouSpider"
2015-07-03 23:27:36 42.156.136.28   print    danmaku.us Category.静图 "" "YisouSpider"
2015-07-03 23:27:36 42.156.137.28   diff     danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 23:27:37 42.120.161.28   diff     danmaku.us Main.HomePage "" "YisouSpider"
2015-07-03 23:27:39 42.156.136.28   print    danmaku.us Bilibili2.1015 "" "YisouSpider"
2015-07-03 23:27:39 42.156.137.28   diff     danmaku.us Profiles.Wikiadministration "" "YisouSpider"
2015-07-03 23:27:40 42.120.160.28   diff     danmaku.us Twodland1.DMFBlack "" "YisouSpider"
2015-07-03 23:27:41 42.156.138.28   edit     danmaku.us PmWiki.BasicEditing "" "YisouSpider"
2015-07-03 23:27:42 42.156.139.28   diff     danmaku.us Site.RecentChanges "" "YisouSpider"
2015-07-03 23:27:46 42.120.161.28   diff     danmaku.us DMR.B10000 "" "YisouSpider"
