2015-07-13 00:02:41 180.76.15.160   browse   www.danmaku.us PmWiki.Drafts "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-13 19:07:27 42.120.160.28   diff     danmaku.us Queue.1286881792 "" "YisouSpider"
2015-07-13 19:07:29 42.120.161.28   diff     danmaku.us Queue.1296144878 "" "YisouSpider"
2015-07-13 19:07:30 42.156.138.28   diff     danmaku.us Queue.1302278990 "" "YisouSpider"
2015-07-13 19:07:33 42.156.136.28   diff     danmaku.us Queue.1302701558 "" "YisouSpider"
2015-07-13 19:07:35 42.156.139.28   diff     danmaku.us Queue.1302963762 "" "YisouSpider"
2015-07-13 19:07:37 42.156.137.28   diff     danmaku.us Queue.1294226067 "" "YisouSpider"
2015-07-13 19:07:40 42.120.160.28   diff     danmaku.us Queue.1305909244 "" "YisouSpider"
2015-07-13 19:07:44 42.120.161.28   diff     danmaku.us Queue.1297181344 "" "YisouSpider"
2015-07-13 19:07:45 42.156.138.28   diff     danmaku.us Queue.1302534333 "" "YisouSpider"
2015-07-13 19:07:45 42.156.136.28   diff     danmaku.us Queue.1289662333 "" "YisouSpider"
2015-07-13 19:07:45 42.156.139.28   diff     danmaku.us Queue.1297833954 "" "YisouSpider"
2015-07-13 19:07:48 42.156.137.28   diff     danmaku.us DMR.B15070349TEST "" "YisouSpider"
2015-07-13 19:07:55 42.120.160.28   diff     danmaku.us Queue.1295972127 "" "YisouSpider"
2015-07-13 19:07:57 42.120.161.28   diff     danmaku.us Queue.1295799310 "" "YisouSpider"
2015-07-13 19:07:58 42.156.138.28   diff     danmaku.us Queue.1298121824 "" "YisouSpider"
2015-07-13 19:08:04 42.156.139.28   diff     danmaku.us Queue.1301923737 "" "YisouSpider"
2015-07-13 19:08:04 42.156.136.28   diff     danmaku.us Queue.1298641409 "" "YisouSpider"
2015-07-13 19:08:06 42.156.137.28   diff     danmaku.us Queue.1300683288 "" "YisouSpider"
2015-07-13 19:08:13 42.120.160.28   diff     danmaku.us Queue.1298023459 "" "YisouSpider"
2015-07-13 19:08:15 42.156.138.28   diff     danmaku.us Queue.1294498387 "" "YisouSpider"
2015-07-13 19:08:17 42.120.161.28   diff     danmaku.us Queue.1291526436 "" "YisouSpider"
2015-07-13 19:08:18 42.156.139.28   diff     danmaku.us Queue.1302701558 "" "YisouSpider"
2015-07-13 19:08:18 42.156.137.28   diff     danmaku.us Queue.1300798163 "" "YisouSpider"
2015-07-13 19:08:21 42.120.161.28   diff     danmaku.us Queue.1300164320 "" "YisouSpider"
2015-07-13 19:08:26 42.156.136.28   diff     danmaku.us Queue.1298703726 "" "YisouSpider"
2015-07-13 19:08:28 42.156.139.28   diff     danmaku.us Queue.1302699404 "" "YisouSpider"
2015-07-13 19:14:30 125.71.246.229  browse   danmaku.us Acfun2.1025 "" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
2015-07-13 19:14:34 125.71.246.229  browse   danmaku.us Main.HomePage "http://danmaku.us/Acfun2/1025?Player=acold09&Part=4" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
2015-07-13 19:14:34 125.71.246.229  browse   danmaku.us Main.HomePage "http://danmaku.us/Acfun2/1025?Player=acold09&Part=4" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"
2015-07-13 19:17:25 42.120.160.12   browse   direct.danmaku.us . "" "YisouSpider"
2015-07-13 19:17:25 42.156.137.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:30 42.156.138.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:31 42.156.139.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:33 42.156.136.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:34 42.120.161.12   diff     direct.danmaku.us Queue.1345772854 "" "YisouSpider"
2015-07-13 19:17:36 42.120.160.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:38 42.156.137.12   browse   direct.danmaku.us Twodland1.HomePage "" "YisouSpider"
2015-07-13 19:17:43 42.156.137.28   diff     danmaku.us Bilibili2.1076 "" "YisouSpider"
2015-07-13 19:17:44 42.156.138.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:45 42.156.136.12   browse   direct.danmaku.us PmWiki.DeletingPages "" "YisouSpider"
2015-07-13 19:17:45 42.120.161.12   browse   direct.danmaku.us PmWiki.Skins "" "YisouSpider"
2015-07-13 19:17:49 42.156.139.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:49 42.120.160.12   print    direct.danmaku.us Queue.1374221830 "" "YisouSpider"
2015-07-13 19:17:49 42.156.138.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:54 42.156.139.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:17:57 42.156.136.12   browse   direct.danmaku.us Category.黑屏 "" "YisouSpider"
2015-07-13 19:17:59 42.120.160.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:18:00 42.120.161.12   edit     direct.danmaku.us Main.HomePage "" "YisouSpider"
2015-07-13 19:18:04 42.156.137.12   diff     direct.danmaku.us Queue.1409494827 "" "YisouSpider"
2015-07-13 19:18:05 42.156.138.12   edit     direct.danmaku.us Queue.1354067902 "" "YisouSpider"
2015-07-13 19:18:06 42.156.139.12   print    direct.danmaku.us Queue.1363590248 "" "YisouSpider"
2015-07-13 19:18:09 42.156.136.12   edit     direct.danmaku.us Queue.1374221900 "" "YisouSpider"
2015-07-13 19:18:12 42.120.161.12   browse   direct.danmaku.us PmWiki.PageDirectives "" "YisouSpider"
2015-07-13 19:18:16 42.120.160.12   edit     direct.danmaku.us Queue.1396288719 "" "YisouSpider"
2015-07-13 19:18:21 42.156.138.12   print    direct.danmaku.us Queue.1435405348 "" "YisouSpider"
2015-07-13 19:18:22 42.156.137.12   diff     direct.danmaku.us Queue.1396288719 "" "YisouSpider"
2015-07-13 19:18:23 42.156.136.12   diff     direct.danmaku.us Queue.1435405348 "" "YisouSpider"
2015-07-13 19:18:25 42.156.139.12   print    direct.danmaku.us Queue.1359116039 "" "YisouSpider"
2015-07-13 19:18:48 42.120.161.12   browse   direct.danmaku.us Category.测试 "" "YisouSpider"
2015-07-13 19:21:09 182.138.127.76  browse   danmaku.us Main.HomePage "http://bbs.colg.cn/thread-3725026-1-1.html" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:19 182.138.127.76  browse   danmaku.us . "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:19 182.138.127.76  browse   danmaku.us Main.HomePage "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:26 182.138.127.76  browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:36 182.138.127.76  browse   danmaku.us Bilibili2.1102 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:39 182.138.127.76  browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:48 182.138.127.76  browse   danmaku.us Bilibili2.1104 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:23:50 182.138.127.76  browse   danmaku.us Bilibili2.1102 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 19:25:15 66.249.65.151   browse   danmaku.us Acfun2.1115 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-07-13 19:33:06 123.125.71.19   browse   www.danmaku.us Acfun2.1067 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-13 20:00:17 123.150.183.204 browse   danmaku.us AcfunN1.HomePage "" "Mozilla/5.0 (Linux; U; Android 4.3; zh-CN; SCH-N719 Build/JSS15J) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 UCBrowser/9.9.5.489 U3/0.8.0 Mobile Safari/533.1"
2015-07-13 20:01:40 14.152.94.4     browse   danmaku.us Main.HomePage "http://danmaku.us/Main/Retake" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3)"
2015-07-13 20:01:59 14.152.94.4     browse   danmaku.us Main.HomePage "" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3)"
2015-07-13 20:02:19 66.249.65.127   browse   www.danmaku.us Acfun2.1162 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-07-13 20:03:36 14.152.94.4     browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3)"
2015-07-13 20:05:08 183.131.11.57   browse   danmaku.us Bilibili2.1087 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:05:30 14.152.94.4     browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3)"
2015-07-13 20:05:31 14.152.94.4     browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.3)"
2015-07-13 20:12:24 220.181.108.112 browse   danmaku.us Acfun2.1008 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-07-13 20:20:18 36.62.3.182     browse   danmaku.us . "http://www.baidu.com/link?url=p1rtLIKXw50faNaieuaO5xe6i3HPaol80WcQ_uZet3_&wd=&eqid=eefd200300007d810000000455a3acef" "Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko"
2015-07-13 20:20:36 218.24.88.126   browse   danmaku.us Main.HomePage "http://bbs.colg.cn/thread-3725026-1-1.html" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
2015-07-13 20:28:22 61.173.78.154   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-07-13 20:28:23 61.173.78.154   browse   danmaku.us Main.HomePage "http://danmaku.us/uploads/Main" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
2015-07-13 20:34:57 58.208.31.26    browse   danmaku.us . "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:18 58.208.31.26    browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:23 58.208.31.26    browse   danmaku.us Bilibili2.1114 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:24 58.208.31.26    browse   danmaku.us Bilibili2.1115 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:26 58.208.31.26    browse   danmaku.us Bilibili2.1116 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:28 58.208.31.26    browse   danmaku.us Bilibili2.1113 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:30 58.208.31.26    browse   danmaku.us Bilibili2.1112 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:43 58.208.31.26    browse   danmaku.us Bilibili2.1114 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:35:59 58.208.31.26    browse   danmaku.us Bilibili2.1115 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:36:19 58.208.31.26    browse   danmaku.us Bilibili2.1116 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:36:25 58.208.31.26    browse   danmaku.us Bilibili2.1113 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:36:26 58.208.31.26    browse   danmaku.us Bilibili2.1112 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:37:50 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1114" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:37:51 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1114" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:37:51 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1114" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:04 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1114" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:05 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:07 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:07 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:09 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1112" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:28 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:30 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:30 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:38:31 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:40:30 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1114" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:40:56 58.208.31.26    browse   danmaku.us Bilibili2.1107 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:40:59 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1107" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:00 58.208.31.26    browse   danmaku.us Bilibili2.1104 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:00 66.249.65.158   browse   danmaku.us Acfun2.1183 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-07-13 20:41:02 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1107" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:03 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1107" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:03 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1104" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:04 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1104" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:04 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1104" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:05 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1107" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:07 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1104" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:07 58.208.31.26    browse   danmaku.us Bilibili2.1098 "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:09 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1098" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:11 58.208.31.26    browse   danmaku.us Twodland1.HomePage "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:11 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1098" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:11 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1098" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:15 58.208.31.26    browse   danmaku.us Twodland1.1001 "http://danmaku.us/Twodland1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:19 58.208.31.26    browse   danmaku.us AcfunN1.HomePage "http://danmaku.us/Twodland1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:24 58.208.31.26    browse   danmaku.us AcfunN1.1003 "http://danmaku.us/AcfunN1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:29 58.208.31.26    browse   danmaku.us AcfunN1.1001 "http://danmaku.us/AcfunN1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:31 58.208.31.26    browse   danmaku.us Acfun2.HomePage "http://danmaku.us/AcfunN1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:31 58.208.31.26    browse   danmaku.us AcfunN1.HomePage "http://danmaku.us/AcfunN1/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:32 58.208.31.26    browse   danmaku.us Main.HomePage "http://danmaku.us/Bilibili2/1098" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:42 58.208.31.26    browse   danmaku.us Acfun2.1207 "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:44 58.208.31.26    browse   danmaku.us Acfun2.1206 "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:46 58.208.31.26    browse   danmaku.us Acfun2.1204 "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:51 58.208.31.26    browse   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
2015-07-13 20:41:59 58.208.31.26    browse   danmaku.us Acfun2.1022 "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36"
